,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id
16838,16838,a70509,b312,Princess Cleaners,Charlotte,28203,5,35.199832,-80.844795,3.0,1408 East Blvd$*$ Ste AA,0,R7cw5ANdIw-0LGmhXVbhzA,Price's Chicken Coop,Charlotte,28203,1093,35.214563,-80.857329,4.5,1614 Camden Road$*$ Charlotte$*$ NC 28203,17147994,0
17065,17065,a79618,b400,Fran's Filling Station,Charlotte,28203,158,35.197631,-80.852124,4.0,2410 Park Rd,0,bcTeQtSdHW5pyLjXz05QEg,Luna's Living Kitchen,Charlotte,28203,244,35.208548,-80.86153,4.1,2102 South Boulevard$*$ Suite 300$*$ Charlotte$*$ NC 28203,17150072,0
17094,17094,a79948,b397,Famous Toastery,Charlotte,28203,220,35.1985012,-80.85265,3.5,2400 Park Rd,0,WvC9K0ZEOTbR7fh-LNe5_A,Thai Taste,Charlotte,28203,459,35.210508,-80.856277,4.1,324 East Boulevard$*$ Dilworth$*$ Charlotte$*$ NC 28203,17148369,0
17308,17308,a84256,b312,Mac's Speed Shop,Charlotte,28203,68,35.2029595,-80.8643709,4.0,2511 S Blvd,0,FSB3Jb4t11KkMyEi_7-s6Q,Price's Chicken Coop,Charlotte,28203,1093,35.214563,-80.857329,4.5,1614 Camden Road$*$ Charlotte$*$ NC 28203,17147994,0
17310,17310,a84256,b333,Mac's Speed Shop,Charlotte,28203,68,35.2029595,-80.8643709,4.0,2511 S Blvd,0,FSB3Jb4t11KkMyEi_7-s6Q,Mac's Speed Shop,Charlotte,28203,1673,35.202942,-80.864358,4.3,2511 South Boulevard$*$ Charlotte$*$ NC 28203,17147666,0
17341,17341,a84964,b336,Vin Master,Charlotte,28203,45,35.2092517,-80.86097941,4.5,2000 S Blvd$*$ Ste 610,0,_ABVTPkUnbCWgBmakmKXMw,300 East,Charlotte,28203,617,35.210862,-80.856527,4.3,300 East Boulevard$*$ Charlotte$*$ NC 28203,17146635,0
17344,17344,a84964,b397,Vin Master,Charlotte,28203,45,35.2092517,-80.86097941,4.5,2000 S Blvd$*$ Ste 610,0,_ABVTPkUnbCWgBmakmKXMw,Thai Taste,Charlotte,28203,459,35.210508,-80.856277,4.1,324 East Boulevard$*$ Dilworth$*$ Charlotte$*$ NC 28203,17148369,0
17523,17523,a88829,b392,Campbell's Greenhouses,Charlotte,28203,24,35.207751,-80.859744,4.5,209 McDonald Ave,0,TEdtu4fe7yZ5biKsYpURBw,Sullivan's Steakhouse,Charlotte,28203,486,35.210526,-80.859246,4.1,1928 South Boulevard$*$ Charlotte$*$ NC 28203,17148288,0
17845,17845,a96386,b400,Boone's Barbque Kitchen,Charlotte,28203,9,35.218167,-80.856737,4.5,1422 Winnifred St,0,w_X-UvtOBMiZioKBEp0CHQ,Luna's Living Kitchen,Charlotte,28203,244,35.208548,-80.86153,4.1,2102 South Boulevard$*$ Suite 300$*$ Charlotte$*$ NC 28203,17150072,0
17941,17941,a98996,b336,300 East,Charlotte,28203,439,35.2105533,-80.8566726,4.0,300 East Blvd,0,D2ojX9bvE0_-aIj9BhdZZA,300 East,Charlotte,28203,617,35.210862,-80.856527,4.3,300 East Boulevard$*$ Charlotte$*$ NC 28203,17146635,0
17944,17944,a98996,b397,300 East,Charlotte,28203,439,35.2105533,-80.8566726,4.0,300 East Blvd,0,D2ojX9bvE0_-aIj9BhdZZA,Thai Taste,Charlotte,28203,459,35.210508,-80.856277,4.1,324 East Boulevard$*$ Dilworth$*$ Charlotte$*$ NC 28203,17148369,0
18005,18005,a101638,b400,Luna's Living Kitchen,Charlotte,28203,286,35.20872205,-80.86143192,4.5,2102 S Blvd$*$ Ste 150,0,TLWZK8NIpn4zI4_yut-q6Q,Luna's Living Kitchen,Charlotte,28203,244,35.208548,-80.86153,4.1,2102 South Boulevard$*$ Suite 300$*$ Charlotte$*$ NC 28203,17150072,0
18094,18094,a103947,b397,Rai Lay,Charlotte,28203,62,35.2142797,-80.8554393,4.0,1520 South Blvd,0,UpNnjV6p5GVPX6r_itOGUg,Thai Taste,Charlotte,28203,459,35.210508,-80.856277,4.1,324 East Boulevard$*$ Dilworth$*$ Charlotte$*$ NC 28203,17148369,0
18115,18115,a104233,b400,Luna's Living Kitchen,Charlotte,28203,214,35.20902658,-80.86115551,4.5,2000 S Blvd$*$ Ste 300,0,R1jJQi2yR44D_2ileqr8kA,Luna's Living Kitchen,Charlotte,28203,244,35.208548,-80.86153,4.1,2102 South Boulevard$*$ Suite 300$*$ Charlotte$*$ NC 28203,17150072,0
18289,18289,a127611,b332,Euro Cars,Charlotte,28203,3,35.218868,-80.860604,2.5,1501 S Mint St,0,W-YDcLSrbA1q-sOy0xdHCg,Ru Sans,Charlotte,28203,1182,35.197861,-80.851802,4.3,2440 Park Road$*$ Charlotte$*$ NC 28203,17148099,0
18923,18923,a7311,b2332,Bonito Michoacan,Las Vegas,89103,481,36.1221978,-115.2089027,4.0,3715 S Decatur Blvd,0,lOQPeguczAueJnLmDUTfGg,Bonito Michoacan,Las Vegas,89103,255,36.122262,-115.208369,4.4,3715 S Decatur Boulevard$*$ Las Vegas$*$ NV 89103,16977626,0
18997,18997,a12066,b2398,Canal Street,Las Vegas,89103,56,36.10198284,-115.2014914,4.0,Orleans Hotel and Casino$*$ 4500 W Tropicana Ave,0,bfp51Aaft7T3M9gQnVsI_g,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
19169,19169,a18748,b2398,Carnival World & Seafood Buffet,Las Vegas,89103,255,36.11781274,-115.1874098,2.5,Rio All-Suite Hotel & Casino$*$ 3700 W Flamingo Road,0,KhWl4Mwhm_Oqq0zIIz-0wQ,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
19532,19532,a23505,b2362,Jannat Indian Cuisine,Las Vegas,89103,67,36.0998469,-115.220449,4.5,5795 W Tropicana Ave,0,ViF5Kd7pBF1JJhlvEy1kpA,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
19541,19541,a23768,b2398,French Market Buffet,Las Vegas,89103,301,36.10272319,-115.2025938,3.0,4500 W Tropicana Ave,0,#NAME?,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
19576,19576,a24641,b2362,Nora's Italian Cuisine,Las Vegas,89103,973,36.1148522,-115.2203694,4.0,5780 W Flamingo Rd,0,pHJu8tj3sI8eC5aIHLFEfQ,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
19624,19624,a26283,b2362,Long Jin Chinese Cuisine,Las Vegas,89103,84,36.1008769,-115.2445968,3.5,4825 S Rainbow Blvd$*$ Ste 204-205,0,0nlocywsFHQmEt8_xbHNiw,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
19668,19668,a27149,b2362,Maria's Tailors,Las Vegas,89103,3,36.123384,-115.2085667,5.0,3655 S Decatur Blvd,0,PA61Rwk3AMwOEXHevA7nkg,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
19693,19693,a27648,b2398,Carnival World Buffet,Las Vegas,89103,1374,36.11788994,-115.1893946,3.5,Rio All-Suite Hotel & Casino$*$ 3700 W Flamingo Road,0,FLMxWQO-ckCQmGZhU9OQgw,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
19748,19748,a32239,b2362,Caspian Persian Cuisine,Las Vegas,89103,25,36.10007809,-115.2332432,3.5,6370 W Flamingo Rd,0,sTZla2pB_nYR0Vg1nBj4Mg,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
20022,20022,a41410,b2303,In-N-Out Burger,Las Vegas,89103,853,36.1013195,-115.1821862,4.0,4888 Dean Martin Dr,0,nVAJZ6BJ9PPlxDXn976R6A,In-N-Out Burger,Las Vegas,89103,1071,36.101009,-115.182811,4.8,4888 Dean Martin Drive$*$ Las Vegas$*$ NV 89103,16978756,0
20499,20499,a57295,b2332,Botanas La Michoacana,Las Vegas,89103,23,36.1229755,-115.2090921,4.0,3675 S Decatur Blvd$*$ Ste 12,0,xgWRBPr3k8iJp10cZE9GHw,Bonito Michoacan,Las Vegas,89103,255,36.122262,-115.208369,4.4,3715 S Decatur Boulevard$*$ Las Vegas$*$ NV 89103,16977626,0
20589,20589,a61366,b2398,China Star Buffet,Las Vegas,89103,32,36.099494,-115.2083645,2.0,4945 W Tropicana Ave,0,BYYTKKHMGoTPjILP-WMpFw,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
20646,20646,a62637,b2303,Fatburger,Las Vegas,89103,62,36.1140874,-115.2404642,2.5,6775  W Flamingo Road,0,qAz6G72Xnrgxnep6mKUnWg,In-N-Out Burger,Las Vegas,89103,1071,36.101009,-115.182811,4.8,4888 Dean Martin Drive$*$ Las Vegas$*$ NV 89103,16978756,0
20869,20869,a66196,b2398,Cartridge World,Las Vegas,89103,13,36.1227157,-115.2430934,4.0,3655 S Rainbow Blvd$*$ Ste 104,0,Aen3SSXgKjCCiBaTnmUq0Q,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
21828,21828,a103782,b2362,Island Malaysian Cuisine,Las Vegas,89103,192,36.125592,-115.211199,4.0,5115 Spring Mountain Rd$*$ Ste 217,0,X5uxdU9GHoUAqo2wmbg3OQ,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
22096,22096,a108570,b2362,Chang's Hong Kong Cuisine,Las Vegas,89103,452,36.105081,-115.20764,3.5,4670 S Decatur Blvd,0,OHFH6ALQqq35NiEbD1eXuw,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
22318,22318,a114316,b2303,Gun Butler,Las Vegas,89103,3,36.115157,-115.2320144,5.0,6370 W Flamingo Rd$*$ Ste 14-J,0,pv11aqRMnBCDYoMCgMu25Q,In-N-Out Burger,Las Vegas,89103,1071,36.101009,-115.182811,4.8,4888 Dean Martin Drive$*$ Las Vegas$*$ NV 89103,16978756,0
22649,22649,a125462,b2398,Bistro Buffet,Las Vegas,89103,407,36.115137,-115.195433,3.0,4321 W Flamingo Rd,0,Y07qIurPKiUJDnTZWxZN2A,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
22809,22809,a127285,b2398,Ports O' Call Buffet,Las Vegas,89103,151,36.1166353,-115.1929046,3.0,4000 W Flamingo Rd,0,UXFLCGw1yOCajlMONYQM1w,Carnival World Buffet,Las Vegas,89103,382,36.1157,-115.187,4.1,3700 W Flamingo Rd$*$ Las Vegas$*$ NV 89103,16977828,0
22948,22948,a133028,b2362,Japanese Cuisine By Omae,Las Vegas,89103,60,36.123621,-115.2074151,4.5,3650 S Decatur Blvd$*$ Ste 26,0,Y1LB0uDuJQ1jP5usRdsZZg,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
23102,23102,a138293,b2303,Back Room Burger,Las Vegas,89103,24,36.11443805,-115.1929949,3.0,Palms Casino Resort$*$ 4321 W Flamingo Rd,0,qgng2rCxAPJr2YQZZp2mdg,In-N-Out Burger,Las Vegas,89103,1071,36.101009,-115.182811,4.8,4888 Dean Martin Drive$*$ Las Vegas$*$ NV 89103,16978756,0
23184,23184,a140022,b2362,Nina's Cafe,Las Vegas,89103,26,36.1148713,-115.2066735,4.0,4825 W Flamingo Rd$*$ Ste 9-10,0,IGYlCWnhjTg8QHvnaxpagA,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
23224,23224,a140171,b2362,Golden Dragon Chinese Cuisine,Las Vegas,89103,84,36.10123081,-115.225915,3.5,6120 W Tropicana Ave$*$ Ste A1,0,safPeH-s-P56V6wt6G0sFg,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
23288,23288,a140535,b2362,Royal Vision,Las Vegas,89103,5,36.1151927,-115.2320254,3.5,6370 W Flamingo Rd$*$ Ste 8,0,C8vZ5O-typOqH7pVYrgLBw,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0
23660,23660,a133408,b317,Taqueria La Unica,Indian Trail,28079,180,35.0678584,-80.6775771,4.5,4305 Old Monroe Rd,0,57aBx6Mo_VRk_kMA8J5Efg,Taqueria la Unica,Charlotte,28079,345,35.067698,-80.678044,4.5,4305 Old Monroe Road$*$ NC 28079,17149730,0
23726,23726,a28555,b3586,Wendy's,Stow,44224,6,41.2017402,-81.4397075,1.0,5025 Darrow Rd,0,7vqsCTpH_QFomi0Q_URf2w,Swenson's,Cleveland,44224,294,41.155145,-81.400499,4.2,4466 Kent Rd$*$ Stow$*$ OH 44224,16962983,0
23772,23772,a42787,b3586,Wendy's,Stow,44224,3,41.1567962,-81.4048807,2.0,4305 Kent Rd,0,-1HW4ALuB331RgjwHOA0Nw,Swenson's,Cleveland,44224,294,41.155145,-81.400499,4.2,4466 Kent Rd$*$ Stow$*$ OH 44224,16962983,0
23845,23845,a1164,b1527,BreadWorks Bakery,Pittsburgh,15212,19,40.46194,-80.01929,4.5,2110 Brighton Rd,0,Uh6EhbFKgQlhVpfvnqsfHA,Breadworks,Pittsburgh,15212,478,40.461944,-80.019057,4.5,2110 Brighton Rd$*$ Pittsburgh$*$ PA 15212,17036048,0
23888,23888,a7608,b1559,Legends of The North Shore,Pittsburgh,15212,101,40.4566092,-80.0015054,4.0,500 E N Ave,0,QeShrs6cUNBjJoTCkJiB0g,Legends of the North Shore Restaurant,Pittsburgh,15212,629,40.4565599,-80.0015124,4.3,500 E North Avenue$*$ Pittsburgh$*$ PA 15212,17036766,0
23916,23916,a18527,b1518,CCAC-Allegheny,Pittsburgh,15212,7,40.4497239,-80.0131562,3.0,808 Ridge Ave,0,5Rztf2RObLnq3h6HDmry2w,Max's Allegheny Tavern,Pittsburgh,15212,983,40.455089,-80.000483,4.5,537 Suismon St$*$ Pittsburgh$*$ PA 15212,17036875,0
24013,24013,a38293,b1527,Burgatory,Pittsburgh,15212,119,40.4459841,-80.0108794,4.0,342 N Shore Dr,0,ZARPISrzPW6PrMSwexHnxw,Breadworks,Pittsburgh,15212,478,40.461944,-80.019057,4.5,2110 Brighton Rd$*$ Pittsburgh$*$ PA 15212,17036048,0
24156,24156,a80159,b1518,Max's Allegheny Tavern,Pittsburgh,15212,176,40.4551576,-79.999728,4.0,537 Suismon St,0,_-W_hRQRDEqVdO1WKGa-DQ,Max's Allegheny Tavern,Pittsburgh,15212,983,40.455089,-80.000483,4.5,537 Suismon St$*$ Pittsburgh$*$ PA 15212,17036875,0
24170,24170,a83744,b1559,Verdetto's Bar & Restaurant,Pittsburgh,15212,5,40.455289,-79.996929,4.0,814 Madison Ave,0,V0DJ2gDXlKl11VJ75ZN0-A,Legends of the North Shore Restaurant,Pittsburgh,15212,629,40.4565599,-80.0015124,4.3,500 E North Avenue$*$ Pittsburgh$*$ PA 15212,17036766,0
24326,24326,a138499,b1559,Morgan at North Shore,Pittsburgh,15212,3,40.4489033,-80.0000313,3.0,100 Anderson St,0,sKj6YZekA6CCCrNWSlq--Q,Legends of the North Shore Restaurant,Pittsburgh,15212,629,40.4565599,-80.0015124,4.3,500 E North Avenue$*$ Pittsburgh$*$ PA 15212,17036766,0
24335,24335,a138794,b1559,Beers of the Burgh at PNC Park,Pittsburgh,15212,3,40.4475394,-80.00722068,3.5,PNC Park$*$ 115 Federal St,0,iQoO-7JdyaEawt8j-MxR0w,Legends of the North Shore Restaurant,Pittsburgh,15212,629,40.4565599,-80.0015124,4.3,500 E North Avenue$*$ Pittsburgh$*$ PA 15212,17036766,0
24554,24554,a5302,b592,King Solomon's Pizza,Phoenix,85014,16,33.5080653,-112.065452,4.5,4810 N 7th St,0,HCsceGqc3Y3SiUxcpzNuDA,Spinato's Pizza,Phoenix,85014,234,33.517438,-112.063844,4.0,5509 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029287,0
24822,24822,a23813,b555,Segal's Oasis Grill,Phoenix,85014,30,33.50796,-112.065353,3.5,4818 N 7th St,0,KCVnCb6TvTzoDp4t-Qf4wQ,Sierra Bonita Grill,Phoenix,85014,342,33.537881,-112.064903,4.1,6933 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029205,0
24857,24857,a23917,b554,Spinato's Pizzeria,Phoenix,85014,221,33.51700641,-112.0646513,4.0,5509 N 7th St,0,_mg5bYknpZgaWSfjQVmrJQ,Oregano's Pizza Bistro,Phoenix,85014,348,33.509437,-112.060141,4.1,1008 E Camelback Rd$*$ Phoenix$*$ AZ 85014,17028233,0
24860,24860,a23917,b592,Spinato's Pizzeria,Phoenix,85014,221,33.51700641,-112.0646513,4.0,5509 N 7th St,0,_mg5bYknpZgaWSfjQVmrJQ,Spinato's Pizza,Phoenix,85014,234,33.517438,-112.063844,4.0,5509 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029287,0
25002,25002,a24780,b555,Zipps Sports Grill,Phoenix,85014,175,33.52309971,-112.0492819,3.0,1515 E Bethany Home Rd,0,wERcL1KznuTgfltSKQt_jg,Sierra Bonita Grill,Phoenix,85014,342,33.537881,-112.064903,4.1,6933 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029205,0
25185,25185,a25533,b535,Mediterranean House,Phoenix,85014,7,33.523734,-112.0479747,4.0,1588 E Bethany Home Rd,0,Z8rT-KsNYYRBVK8j6x35FQ,The Fry Bread House,Phoenix,85014,337,33.494402,-112.060828,4.2,1003 East Indian School Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,17026650,0
25271,25271,a25995,b554,Domino's Pizza,Phoenix,85014,14,33.5095292,-112.0609579,2.0,914 E Camelback Rd,0,U8CnzJzi54gkveXx9xnVYQ,Oregano's Pizza Bistro,Phoenix,85014,348,33.509437,-112.060141,4.1,1008 E Camelback Rd$*$ Phoenix$*$ AZ 85014,17028233,0
25274,25274,a25995,b592,Domino's Pizza,Phoenix,85014,14,33.5095292,-112.0609579,2.0,914 E Camelback Rd,0,U8CnzJzi54gkveXx9xnVYQ,Spinato's Pizza,Phoenix,85014,234,33.517438,-112.063844,4.0,5509 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029287,0
25434,25434,a26530,b555,Sierra Bonita Grill,Phoenix,85014,304,33.537786,-112.064608,4.0,6933 N 7th St,0,J5ebC7fKqrSF8KuS8d6hgw,Sierra Bonita Grill,Phoenix,85014,342,33.537881,-112.064903,4.1,6933 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029205,0
25449,25449,a26541,b535,Two Hippies Beach House,Phoenix,85014,11,33.484011,-112.048027,4.0,3102 N 16th St,0,V8qX2nhSmuf-CR_cQPqeNA,The Fry Bread House,Phoenix,85014,337,33.494402,-112.060828,4.2,1003 East Indian School Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,17026650,0
25458,25458,a26578,b555,The Habit Burger Grill,Phoenix,85014,177,33.5380162,-112.063202,4.0,745 E Glendale Ave,0,HpRsWkYHu-pumsZ4O_Linw,Sierra Bonita Grill,Phoenix,85014,342,33.537881,-112.064903,4.1,6933 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029205,0
25665,25665,a28375,b535,ZenYard Guest House,Phoenix,85014,25,33.5313626,-112.0615642,5.0,830 E Maryland Ave,0,7qgKHElL4ISmeXGtnUk-6Q,The Fry Bread House,Phoenix,85014,337,33.494402,-112.060828,4.2,1003 East Indian School Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,17026650,0
26254,26254,a38147,b553,Cherryblossom Noodle Cafe,Phoenix,85014,817,33.50980204,-112.0610866,4.0,914 E Camelback Rd,0,fT6Uwl6abRQfiNgxre_qbg,Cherryblossom Noodle Cafe,Phoenix,85014,316,33.509437,-112.061628,4.1,914 East Camelback Road$*$ Phoenix$*$ AZ 85014,17025780,0
26286,26286,a38371,b555,Athens Bar and Grill,Phoenix,85014,58,33.4951617,-112.0633344,4.0,830 E Indian School Rd,0,k3usuzYs_UVBkSgUbmthdQ,Sierra Bonita Grill,Phoenix,85014,342,33.537881,-112.064903,4.1,6933 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029205,0
26351,26351,a38808,b554,Oregano's Pizza Bistro,Phoenix,85014,417,33.5094801,-112.0601964,4.0,1008 E Camelback Rd,0,dUffgo9Lh_Vk9TLuFR5ywg,Oregano's Pizza Bistro,Phoenix,85014,348,33.509437,-112.060141,4.1,1008 E Camelback Rd$*$ Phoenix$*$ AZ 85014,17028233,0
26354,26354,a38808,b592,Oregano's Pizza Bistro,Phoenix,85014,417,33.5094801,-112.0601964,4.0,1008 E Camelback Rd,0,dUffgo9Lh_Vk9TLuFR5ywg,Spinato's Pizza,Phoenix,85014,234,33.517438,-112.063844,4.0,5509 North 7th Street$*$ Midtown$*$ Phoenix$*$ AZ 85014,17029287,0
26617,26617,a81422,b560,Luci's Healthy Marketplace,Phoenix,85014,425,33.5239465,-112.0478991,4.0,1590 E Bethany Home Rd,0,fjapWp89YVCeKvW51KUDQw,Luci's Healthy Marketplace & Coffee Bar,Phoenix,85014,246,33.523891,-112.047873,4.1,1590 East Bethany Home Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,17030810,0
27035,27035,a116651,b554,Fuego Bistro,Phoenix,85014,525,33.5219022,-112.0640939,4.5,713 E Palo Verde Rd,0,HGvNE87fvK5PwKMZBDkTbA,Oregano's Pizza Bistro,Phoenix,85014,348,33.509437,-112.060141,4.1,1008 E Camelback Rd$*$ Phoenix$*$ AZ 85014,17028233,0
27051,27051,a119084,b535,The Fry Bread House,Phoenix,85014,128,33.49442904,-112.0606337,4.0,1003 E Indian School Rd,0,6KJoamvn2_o1UpBaOwy2IQ,The Fry Bread House,Phoenix,85014,337,33.494402,-112.060828,4.2,1003 East Indian School Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,17026650,0
27261,27261,a79964,b533,Bobby Q,Phoenix,85051,1689,33.5610848,-112.115747,4.5,8501 N 27th Ave,0,VyVIneSU7XAWgMBllI6LnQ,Bobby-Q,Phoenix,85051,370,33.560598,-112.11678,4.2,8501 North 27th Avenue$*$ Phoenix$*$ AZ 85051,17025437,0
27488,27488,a3250,b2352,Sushi Dan,Las Vegas,89117,11,36.1433538,-115.2512854,3.5,7293 W Sahara Ave,0,8DcFtolCfmxupCg-ijNJQA,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
27610,27610,a8312,b2310,Cici's Pizza,Las Vegas,89117,8,36.1439128,-115.276078,3.0,8465 W Sahara Ave,0,v2UKNMDqWN1UaWlK2Ugx2Q,Archi's Thai Caf,Las Vegas,89117,424,36.144634,-115.298864,4.6,9350 West Sahara Avenue$*$ Summerlin South$*$ Las Vegas$*$ NV 89117,16981405,0
28136,28136,a49175,b2352,Bachi Burger,Las Vegas,89117,960,36.14690984,-115.300777,4.0,9410 W Sahara Ave$*$ Ste 150,0,ZibmYdOPKLlqDM9oR6xzOA,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
28236,28236,a53423,b2379,Carmine's,Las Vegas,89117,38,36.136073,-115.278408,3.5,2940 S Durango Dr,0,FevycwulBfHEZt77dv2EyA,Mastrioni's,Las Vegas,89117,319,36.129276,-115.31503,4.2,3330 S Hualapai Way$*$ Las Vegas$*$ NV 89117,16977733,0
28298,28298,a55385,b2352,Sushi Mon,Las Vegas,89117,195,36.14466602,-115.272706,3.5,8320 W Sahara Ave$*$ Ste 180,0,W7DwXa_7LNmETFHSQJZ2Lg,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
28687,28687,a63846,b2310,Archi's Thai Cafe,Las Vegas,89117,410,36.14715261,-115.2999764,4.0,9350 W Sahara Ave,0,qsJkjQoM3Hdg6Gtqp2S9_w,Archi's Thai Caf,Las Vegas,89117,424,36.144634,-115.298864,4.6,9350 West Sahara Avenue$*$ Summerlin South$*$ Las Vegas$*$ NV 89117,16981405,0
28967,28967,a72533,b2352,Sushi Fever,Las Vegas,89117,299,36.14319843,-115.2644564,4.0,7985 W Sahara Ave$*$ Ste 105,0,GkRF8rSvh9cOQuuPeDh9bg,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
29242,29242,a82271,b2310,Something's Brewing Cafe,Las Vegas,89117,21,36.1334919,-115.278964,3.5,3100 S Durango Dr$*$ Ste 1001,0,pIC8VOa9pPvq6JI02DKPlg,Archi's Thai Caf,Las Vegas,89117,424,36.144634,-115.298864,4.6,9350 West Sahara Avenue$*$ Summerlin South$*$ Las Vegas$*$ NV 89117,16981405,0
29249,29249,a82438,b2352,Sushi Mon,Las Vegas,89117,264,36.14359527,-115.2798899,3.5,8320 W Sahara Ave$*$ Ste 180,0,m_CqRpEZ2XDH3fp-KFAycQ,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
29495,29495,a96446,b2352,Sunshine Movers,Las Vegas,89117,128,36.1594987,-115.2692912,5.0,8100 West Charleston$*$ Ste 102,0,CVXPA2pB9YWJWwUGl_cECg,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
29975,29975,a118601,b2352,Super Cleaners,Las Vegas,89117,3,36.1599202,-115.2790222,3.0,8550 W Charleston Blvd$*$ Ste 106,0,1viEVAg6Qbz5PFvGtx7iog,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0
30774,30774,a142845,b2379,Mastrioni's,Las Vegas,89117,246,36.1291479,-115.3145433,4.0,3330 S Hualapai Way$*$ Ste 160,0,HaPwC4nxs6RPfe1pAQkQ4A,Mastrioni's,Las Vegas,89117,319,36.129276,-115.31503,4.2,3330 S Hualapai Way$*$ Las Vegas$*$ NV 89117,16977733,0
