,Unnamed: 0,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
573,360505,360505,a40066,b1946,Amore Dogs,Edinburgh,EH2 1DR,16,55.9544778,-3.1982534,4.0,110 Hanover Street,0,xFOjC9yqSEecm3q9HZ1s4Q,The Dogs,Edinburgh,EH2 1DR,141,55.95448333,-3.197813889,4.0,110 Hanover Street$*$ New Town$*$ Edinburgh EH2 1DR,7600373,0,1
511,341549,341549,a71158,b1502,Pusadee's Garden,Pittsburgh,15201,236,40.4826851,-79.9519307,4.0,5321 Butler St,0,uO_OX2DXmzo2c72YpbXe1A,Pusadee's Garden,Pittsburgh,15201,1194,40.482443,-79.952225,4.9,5321 Butler St$*$ Pittsburgh$*$ PA 15201,17041397,0,1
512,341898,341898,a101277,b1504,Smoke BBQ Taqueria,Pittsburgh,15201,255,40.4699387,-79.9610646,3.5,4115 Butler St,0,plHKBwA18aWeP-TG8DC96Q,SMOKE barbeque taqueria,Pittsburgh,15201,1430,40.470045,-79.96115,4.8,4115 Butler Street$*$ Pittsburgh$*$ PA 15201,17042342,0,1
332,233780,233780,a61628,b3511,Buckeye Beer Engine,Lakewood,44107,294,41.4771044,-81.8043205,4.0,15315 Madison Ave,0,ZWcXoh_RO7rT2DdcyOzyfQ,Buckeye Beer Engine,Cleveland,44107,767,41.477268,-81.803849,4.6,15315 Madison Ave$*$ Lakewood$*$ OH 44107,16959457,0,1
260,171440,171440,a75108,b2397,The Piano Bar,Las Vegas,89109,142,36.1193098,-115.1717702,3.5,3475 S Las Vegas Blvd,0,LnEaDZms5NfvZHLnvamgyA,Tao Asian Bistro,Las Vegas,89109,502,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980571,0,0
35,32961,32961,a26334,b3533,Sarku Japan,North Olmsted,44070,3,41.41757253,-81.90701365,2.5,25615 Brookpark Rd,0,5ogGZ4ZiO7SwFPPtt3Zmpw,Ohashi Japanese,Cleveland,44070,336,41.426,-81.893585,4.4,24539 Lorain Rd$*$ North Olmsted$*$ OH 44070,16962037,0,0
60,46378,46378,a22369,b419,Pizza Pit Extreme,Madison,53711,26,43.06713,-89.414179,3.0,1614 Monroe St,0,Ev142kLmV_ASI9iAl-KfKA,Pizza Brutta,Madison,53711,297,43.065207,-89.416452,4.3,1805 Monroe St$*$ Madison$*$ WI 53711,17503392,0,0
457,304627,304627,a139741,b337,Intermezzo Pizzeria and Cafe,Charlotte,28204,218,35.2221517,-80.8216842,4.0,1427 E 10th St,0,10tJuB_YkVQWuk4PtoI7iA,Intermezzo Pizzeria and Cafe,Charlotte,28204,427,35.222237,-80.822359,4.3,1427 E 10th Street$*$ Charlotte$*$ NC 28204,17147448,0,1
369,250126,250126,a32276,b1691,Ginza & Co,Champaign,61820,3,40.116052,-88.233756,4.0,315 E University Ave,0,Cd_JVOq_cBueqB9q3X0rkQ,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0,0
323,228096,228096,a23566,b381,Frankie's Italian Grille,Charlotte,28202,7,35.214505,-80.84581,3.5,800 E Morehead St,0,UkCVJrOlW1CPJ6go3teoJA,Capital Grille,Charlotte,28202,536,35.228159,-80.841882,4.1,201 N Tryon Street$*$ Charlotte$*$ NC 28202,17146871,0,0
115,76653,76653,a41606,b446,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0,0
346,238589,238589,a4469,b1610,Kay Jewelers,Champaign,61820,4,40.1427776,-88.243865,1.0,2000 N Neil St Spc 355,0,PWjngofubkLClcJLt16L-Q,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0,0
90,65030,65030,a56447,b460,Quivey's Grove,Fitchburg,53719,117,43.00922,-89.4792573,3.5,6261 Nesbitt Rd,0,Zzvjuyxr1iudPN_heAAygw,Quivey's Grove,Madison,53719,266,43.0088,-89.481,4.0,6261 Nesbitt Rd$*$ Fitchburg$*$ WI 53719,17501797,0,1
462,305392,305392,a137767,b1514,Olive Garden Italian Restaurant,Monroeville,15146,24,40.43409,-79.7869439,3.5,260 Mall Boulevard,0,30uxz3C85N_QnpDoyz0ytw,Taipei-Tokyo Restaurant,Pittsburgh,15146,829,40.4347,-79.7865,4.6,304 Mall Boulevard$*$ Monroeville$*$ PA 15146,17040170,0,0
403,271237,271237,a96702,b525,Havana Cafe,Phoenix,85048,7,33.305824,-111.991311,3.5,4232 E Chandler Blvd,0,ma-tkTi2fhkCAXBpMyxpwg,Pomegranate Cafe,Phoenix,85048,413,33.304959,-111.996392,4.3,4025 East Chandler Boulevard$*$ Ahwatukee$*$ Phoenix$*$ AZ 85048,17031909,0,0
225,142630,142630,a32515,b2392,Silk Road Asian Bistro,Las Vegas,89109,26,36.1362575,-115.1512526,3.0,3000 Paradise Rd,0,QS7_BPmaBNvznOMhcVBemg,P.F. Chang's China Bistro,Las Vegas,89109,374,36.11077,-115.17282,4.1,3667 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979642,0,0
303,208276,208276,a123792,b2334,Gordon Ramsay Pub & Grill,Las Vegas,89109,2111,36.1177282,-115.1758183,3.5,Caesars Palace Las Vegas Hotel And Casino$*$ 3570 Las Vegas Boulevard South,0,YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay BurGR,Las Vegas,89109,773,36.11077,-115.17282,4.3,3667 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16982906,0,0
183,110983,110983,a124491,b568,Fatburger,Pheonix,85050,12,33.6770727,-111.9740351,3.5,Desert Ridge Marketplace$*$ 21001 N Tatum Blvd$*$ Bldg 34-1140,0,xWMZJd0_Azfcx3VWJCxNng,In-N-Out Burger,Phoenix,85050,325,33.676937,-111.977134,4.1,21001 N Tatum Blvd$*$ Phoenix$*$ AZ 85050,17027078,0,0
291,203567,203567,a106422,b2394,Edge Steakhouse,Las Vegas,89109,34,36.1362847,-115.1514119,4.0,Westgate Las Vegas$*$ 3000 Paradise Rd,0,rN3gHTjqx5sOnoUpJ-6jyg,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
407,273006,273006,a86339,b491,The Regal Find,Middleton,53562,8,43.0958397,-89.5115835,5.0,1850 Parmenter St,0,6zaaAT4azmQQW3KsZG-98w,The Roman Candle,Madison,53562,215,43.0962,-89.5117,3.9,1920 Parmenter St$*$ Middleton$*$ WI 53562,17502874,0,0
421,281740,281740,a110805,b2315,The Phoenix Kitchen,Las Vegas,89102,5,36.1440692,-115.1976272,5.0,4213 W Sahara Ave,0,C45YKxSDpBekWLPDl_-xBA,Lola's: A Louisiana Kitchen,Las Vegas,89102,856,36.158669,-115.156877,4.5,241 W Charleston Blvd Ste 101$*$ Las Vegas$*$ NV 89102,16981633,0,0
42,37978,37978,a44291,b2322,Avis Car Rental at Mandalay Bay,Las Vegas,89119,5,36.08940193,-115.1725602,2.0,3950 S Las Vegas Blvd,0,TLQFho2oZk9wejW1O-4gHA,Burger Bar - Mandalay Bay,Las Vegas,89119,1574,36.092089,-115.172992,4.4,Mandalay Bay$*$ 3930 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89119,16977697,0,0
547,357031,357031,a105539,b3552,Flying Cranes Cafe,Cleveland,44120,51,41.487072,-81.591684,3.5,13006 Larchmere Blvd,0,g5XW5RiVhykjleeRrWlJ2g,Felice's Urban Cafe,Cleveland,44120,302,41.487681,-81.596121,4.3,12502 Larchmere Blvd$*$ Cleveland$*$ OH 44120,16963562,0,0
213,131439,131439,a7436,b2307,Le Macaron Venetian,Las Vegas,89109,32,36.12178769,-115.1695946,4.0,3355 S Las Vegas Blvd$*$ Unit 2353,0,UgMGhcUZVYWcUeUjo6UDMg,Bouchon Bistro - The Venetian,Las Vegas,89109,1167,36.121,-115.1702,4.6,The Venetian$*$ 3355 Las Vegas Boulevard South$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977639,0,0
473,315543,315543,a108453,b587,Phoenix Public Market Cafe,Phoenix,85004,700,33.45584284,-112.0735255,4.0,14 E Pierce St,0,N5B7OBTyNGgwU_Y2fwNcyw,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4.0,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,1
339,236838,236838,a33458,b309,Jasmine Grill,Charlotte,28217,269,35.16847378,-80.87525749,4.5,5033 South Blvd$*$ Ste G,0,22MYhTXwSXaS4rW2VOrR-w,Vietnam Grille,Charlotte,28217,749,35.159533,-80.876005,4.6,5615 South Boulevard$*$ Charlotte$*$ NC 28217,17149667,0,0
157,91250,91250,a81843,b3580,Hot Locks Salon,Westlake,44145,6,41.4209443,-81.9652789,3.0,31130 Center Ridge Rd,0,132kYoXPHORw_FgxvQfyGQ,Moosehead Saloon,Cleveland,44145,362,41.476831,-81.921328,4.2,694 Dover Center Rd$*$ Westlake$*$ OH 44145,16961797,0,0
194,121022,121022,a140798,b2375,Due Forni,Las Vegas,89135,410,36.1248405,-115.3252217,4.0,3555 S Town Center Dr$*$ Ste 105,0,bPcqucuuClxYrIM8xWoArg,Due Forni,Las Vegas,89135,311,36.125885,-115.324674,4.2,3555 South Town Center Drive #105$*$ Summerlin South$*$ Las Vegas$*$ NV 89135,16982235,0,1
128,81210,81210,a64083,b453,MadCat Pet Supply,Madison,53703,35,43.081184,-89.3677077,5.0,1012 Williamson St,0,f5QhYrr6uSf-SMlMaXUhsg,Natt Spil,Madison,53703,267,43.0745,-89.3799,4.1,211 King St$*$ Madison$*$ WI 53703,17503325,0,0
437,291293,291293,a84669,b3546,Fat Cats,Cleveland,44113,144,41.4837798,-81.6875167,4.0,2061 W 10th St,0,ZRLmQ3oAuspAkk5R6BOfyg,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0,1
261,171659,171659,a75199,b2314,Brand Lounge,Las Vegas,89109,25,36.1051256,-115.1752326,3.0,Monte Carlo Hotel And Casino$*$ 3770 Las Vegas Blvd S,0,uvD_BmjMFUK1kDpiG8t65Q,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
162,95297,95297,a131477,b3564,Pacific East Japanese Restaurant,Cleveland Heights,44118,279,41.511462,-81.5796791,4.0,1763 Coventry Rd,0,APPZiUz_CEvR_--qY-tbig,Pacific East Japanese,Cleveland,44118,614,41.511515,-81.579816,4.2,1763 Coventry Rd$*$ Cleveland Heights$*$ OH 44118,16962117,0,1
446,296532,296532,a55616,b313,Dish,Charlotte,28205,381,35.2197368,-80.8121235,4.0,1220 Thomas Ave,0,LQI8R7yYXmWzWKd7wLCf2Q,Dish,Charlotte,28205,940,35.219167,-80.812038,4.5,1220 Thomas Avenue$*$ Charlotte$*$ NC 28205,17147122,0,1
455,303544,303544,a60028,b364,Hawthorne's NY Pizza & Bar,Charlotte,28204,136,35.21582,-80.821622,4.0,1701 E 7th St,0,WPV0ucYjnb2HOrNxSopv6A,Hawthorne's,Charlotte,28204,415,35.215767,-80.821975,4.2,1701 E 7th Street$*$ Charlotte$*$ NC 28204,17147394,0,1
62,46487,46487,a39705,b490,Faouzi's Restaurant,Madison,53711,5,43.0345247,-89.445519,4.0,4245 W Beltline Hwy,0,SPFu6EgRI8PwVuoHEzCgdw,Takara Japanese Restaurant,Madison,53711,221,43.0502,-89.4736,3.9,696 S Whitney Way$*$ Madison$*$ WI 53711,17502687,0,0
95,67748,67748,a6250,b456,Takara Japanese Restaurant,Madison,53703,125,43.074663,-89.3907855,3.5,315 State St,0,mOzxFBAHWwpuH7u5xP0oHw,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0,0
586,360981,360981,a103425,b1896,Dairy Cream,Mississauga,L5G 1J7,92,43.5704209,-79.5659528,4.5,715 Lakeshore Road E,0,c9AIsznk1BtEYZp0gZio6A,Dairy Cream,GTA,L5G 1J7,289,43.570446,-79.566101,4.4,715 Lakeshore Road E$*$ Mississauga$*$ ON L5G 1J7,8901772,0,1
180,109686,109686,a47278,b3551,Taco Tonto's,Kent,44240,114,41.1533068,-81.3586334,4.0,123 Franklin Ave,0,Iw9k29FJCZ0fC68oxK1NtA,Taco Tonto's,Cleveland,44240,387,41.154036,-81.358517,4.3,123 Franklin Ave$*$ Kent$*$ OH 44240,16963004,0,1
351,240393,240393,a10681,b1617,Carmon's Restaurant,Champaign,61820,45,40.119807,-88.2438559,3.5,415 N Neil St,0,epvLkQNL6MOvk3s6JlTntA,Jarlings Custard Cup,Champaign,61820,255,40.098,-88.247,4.1,309 W Kirby Ave$*$ Champaign$*$ IL 61820,17317336,0,0
546,356664,356664,a134005,b506,Movies On Central Inc,Phoenix,85012,8,33.506051,-112.0742441,5.0,4700 N Central Ave$*$ Ste 121,0,aPTUGFwweDjSO_O3B0CJEQ,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
361,245502,245502,a28162,b1631,Gumby's Pizza,Champaign,61820,41,40.0995845,-88.2443792,3.5,1409 S Neil St,0,AtLv64FV-Pw6JuT3XUKU1g,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
501,334156,334156,a48741,b435,Happy Grill Mexican Restaurant,Madison,53704,17,43.102869,-89.3457212,3.0,2810 E Washington Ave$*$ Ste A,0,Lvg2y48cv7xFUJBqoUXmvw,Lao Laan Xang Restaurant,Madison,53704,243,43.0928,-89.352,4.2,2098 Atwood Ave$*$ Madison$*$ WI 53704,17502330,0,0
108,73500,73500,a31028,b401,Shamrock Bar,Madison,53703,16,43.0724264,-89.3846318,4.0,117 W Main St,0,tQ_MIB36L7S-CkstRsBlEA,Ha Long Bay,Madison,53703,1028,43.085073,-89.361469,4.9,1353 Williamson St.$*$ Madison$*$ WI 53703,17503434,0,0
541,355670,355670,a73935,b506,Unique On Central,Phoenix,85012,4,33.506051,-112.0742441,3.0,4700 N Central Avenue,0,AbxgqSPDnCHtfCxYUiLP0g,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
389,259997,259997,a64429,b1626,Maize Mexican Grill,Champaign,61820,414,40.1104086,-88.2389546,4.5,60 E Green St,0,VIJ2KiDKhUVhhpNylEIfog,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4.0,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,0
535,353959,353959,a59589,b3594,Noce Gourmet Pizzeria,Chardon,44024,38,41.5815304,-81.2041129,4.0,125 Main St,0,2og7CivCoU54PKpvlvxOYw,Noce Gourmet Pizzeria,Cleveland,44024,218,41.581307,-81.203985,4.2,125 Main St.$*$ Chardon$*$ OH 44024,16964365,0,1
306,211768,211768,a127579,b2313,Madewell,Las Vegas,89109,5,36.1274245,-115.170815,4.5,3200 Las Vegas Blvd S$*$ Ste 2470,0,fnfh9LuxfmLw59vC_kEBCA,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
197,121161,121161,a14745,b3589,Seekers Coffee House,Mentor,44060,5,41.6806829,-81.3004134,4.0,9443 Mentor Ave,0,dHFIvgOYM2Ys7-K47fYWsw,Scooters Dawghouse,Cleveland,44060,268,41.72447,-81.294857,4.2,9600 Blackbrook Rd$*$ Mentor$*$ OH 44060,16962693,0,0
543,356342,356342,a119780,b506,Michaels at Park Central,Phoenix,85012,8,33.4848093,-112.0760043,3.0,3110 N Central Ave$*$ Ste 140,0,KjCEF8aEk1ZBCrJitRi7fA,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
358,242650,242650,a19838,b1629,Sushi Avenue,Champaign,61820,23,40.110113,-88.233218,3.0,403 E Green St,0,MPAPVFk66pplvv7rkcVfiQ,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4.0,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,0
72,52435,52435,a27777,b552,The Way,Phoenix,85018,8,33.480409,-111.979862,5.0,4700 E Thomas Rd$*$ Ste 100,0,eQZJj-gxNn9BBlVZaBAoLg,The Vig,Phoenix,85018,349,33.493931,-111.995324,4.1,4041 N 40th St$*$ Phoenix$*$ AZ 85018,17029878,0,0
561,359632,359632,a101528,b1676,The Main Street Wingery,Mahomet,61853,11,40.194428,-88.400053,2.5,101 N Lombard St,0,TD1GRFBmBmxHws0JKeY97A,Main Street Wingery,Champaign,61853,87,40.194502,-88.400984,3.7,608 E. Main St.$*$ Mahomet$*$ IL 61853,17317921,0,1
187,112527,112527,a126067,b359,Orvis,Charlotte,28210,5,35.146206,-80.82726,2.5,6800 Phillips Place Ct$*$ Ste F,0,UaMLz9Uj5o4oM5A2yzfIZw,Brio,Charlotte,28210,465,35.151683,-80.839925,4.2,4720 Piedmont Row Drive$*$ Charlotte$*$ NC 28210,17149544,0,0
70,50770,50770,a6653,b552,The Palms,Phoenix,85018,4,33.502822,-111.990298,3.0,4304 E Campbell Ave,0,lWTAyaM5MyvGqKujuVlOYQ,The Vig,Phoenix,85018,349,33.493931,-111.995324,4.1,4041 N 40th St$*$ Phoenix$*$ AZ 85018,17029878,0,0
438,292900,292900,a110787,b3520,Banana Blossom Thai Cuisine,Cleveland,44113,118,41.488907,-81.70905,4.0,2800 Clinton Ave,0,SGZAsdQAp0SjtMDjXWBPYw,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0,1
409,274215,274215,a54746,b1519,Pure Barre,Pittsburgh,15206,18,40.4637163,-79.9206858,4.5,5986 Centre Ave,0,Ms2QLYtZaIDQ2msmllbl1A,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,0
53,43847,43847,a117235,b2353,AVR Las Vegas,Las Vegas,89119,59,36.061604,-115.163001,3.5,7040 Gilespie St,0,GLgL8e9QvHPvy39UIbX-cA,Slice of Vegas,Las Vegas,89119,210,36.092089,-115.172992,4.3,3930 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89119,16982662,0,0
454,302743,302743,a130160,b3535,Dunkin' Donuts,Medina,44256,8,41.1599671,-81.8631112,3.0,1209 N Court St,0,5OBtrqjrG6mZ8AROhdV9Rg,Dan's Dogs,Cleveland,44256,308,41.139258,-81.86435,4.4,111 W Liberty St$*$ Medina$*$ OH 44256,16960041,0,0
11,13674,13674,a6254,b397,Thai Thai Takeout,Charlotte,28203,90,35.1999856,-80.844183,3.5,1412-C East Blvd,0,EPBEz9ifFo6JqPUUH_BdMg,Thai Taste,Charlotte,28203,459,35.210508,-80.856277,4.1,324 East Boulevard$*$ Dilworth$*$ Charlotte$*$ NC 28203,17148369,0,0
209,129227,129227,a5789,b2394,Bally's Steakhouse,Las Vegas,89109,65,36.1142391,-115.1727367,3.5,3645 Las Vegas Blvd S,0,F0QPkgrcXx1xBxXT7Htuhg,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
85,61055,61055,a80238,b1561,Live Nation,Pittsburgh,15222,3,40.440696,-80.0096926,3.5,101 Commonwealth Pl,0,JATyVVafFGQUV06XQYKVKQ,Chicken Latino,Pittsburgh,15222,411,40.4516755,-79.9830955,4.3,155 21st St$*$ Pittsburgh$*$ PA 15222,17037721,0,0
483,322422,322422,a109524,b509,Sage Kitchen,Phoenix,85016,163,33.5065137,-112.0388443,4.0,4769 N 20th St,0,tGLz8WfLwSi221wgNh-0qw,True Food Kitchen,Phoenix,85016,1072,33.509703,-112.027346,4.5,2502 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85016,17030372,0,0
353,241102,241102,a12877,b1631,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
89,64966,64966,a47093,b427,Thai Noodles,Fitchburg,53719,80,43.01497392,-89.4578836,3.5,5957 Mckee Rd$*$ Ste 3,0,56KQVyOg8eGtwLIgrV51NA,Saigon Noodle,Madison,53719,233,43.0567,-89.4977,4.2,6754 Odana Rd$*$ Madison$*$ WI 53719,17502587,0,0
229,144168,144168,a37448,b2390,The Lounge,Las Vegas,89109,12,36.1060128,-115.1667809,3.5,145 E Harmon Ave,0,JEcm5xp7sMw8dOT245LVgg,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
139,85918,85918,a106010,b426,Hawk's Bar & Grill,Madison,53703,60,43.074609,-89.392719,3.0,425 State St,0,8iRfD5IizYki0F8QlAlL2g,Samba Brazilian Grill,Madison,53703,628,43.0759,-89.3923,4.2,240 W Gilman St$*$ Madison$*$ WI 53703,17502590,0,0
6,8134,8134,a131209,b527,Sushi Catcher,Glendale,85308,319,33.63921606,-112.1959626,4.0,6334 W Bell Rd,0,gcNC4k7TZJVX_1YHdIkDNQ,Yen Sushi & Sake Bar,Phoenix,85308,238,33.639965,-112.15165,4.3,17037 North 43rd Avenue #A3$*$ Deer Valley$*$ Phoenix$*$ AZ 85308,17030919,0,0
579,360868,360868,a43289,b1812,Pizzeria Libretto,Toronto,M6J 2Z8,463,43.6490017,-79.4203433,4.0,221 Ossington Ave,0,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,Toronto,M6J 2Z8,1719,43.648882,-79.420452,4.7,221 Ossington Avenue$*$ Toronto$*$ ON M6J 2Z8,8905213,0,1
309,214655,214655,a129189,b2361,The Steakhouse,Las Vegas,89109,31,36.1369239,-115.163492,4.0,Circus Circus Hotel and Casino$*$ 2880 S Las Vegas Blvd,0,eG3O78q-MiiscIn3YBJC_g,SW Steakhouse,Las Vegas,89109,314,36.129444,-115.166111,4.2,3131 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89109,16980119,0,0
322,227071,227071,a108802,b516,Federico's Mexican Food,Phoenix,85034,17,33.451119,-112.0467,4.0,1621 E Van Buren St,0,ZLRI8ZjrzEm5fRW-ahGz_g,Carolina's Mexican Food,Phoenix,85034,480,33.431537,-112.056197,4.4,1202 East Mohave Street$*$ Downtown$*$ Phoenix$*$ AZ 85034,17025688,0,0
210,129518,129518,a5966,b2313,Sweet Chill,Las Vegas,89109,17,36.128561,-115.1711298,3.5,Aria Resort and Casino$*$ 3741 Las Vegas Blvd S,0,TZM4eiv3CtR9CBPtknXgDw,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
181,109939,109939,a75205,b342,Jim 'N Nick's Bar-B-Q,Charlotte,28273,210,35.10504148,-80.98988365,4.0,13840 Steele Creek Rd,0,E3BTs8yFlVbZd20TknY00A,Jim 'N Nick's Bar-B-Q,Charlotte,28273,607,35.106239,-80.988791,4.3,13840 Steele Creek Road$*$ NC 28273,17148531,0,1
258,170558,170558,a74857,b2390,The Tumi Store,Las Vegas,89109,6,36.1277253,-115.1744147,4.0,3200 Las Vegas Boulevard S,0,JADAHgZmJOEDXhxjBUJhiA,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
468,310236,310236,a129552,b2372,Egg Works,Las Vegas,89147,593,36.11451716,-115.2955864,4.5,9355 W Flamingo Rd,0,4qG3Gh8QyugC1XvoTlmgcQ,Egg Works,Las Vegas,89147,294,36.114763,-115.295609,4.2,9355 W Flamingo Road$*$ Las Vegas$*$ NV 89147,16978252,0,1
333,234090,234090,a68340,b3569,India Garden,Lakewood,44107,158,41.4826339,-81.8254373,4.0,18405 Detroit Ave,0,ScdtR67jO-p_ZIpVbZPRfw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,1
524,349303,349303,a70756,b1534,The Dor-Stop Restaurant,Pittsburgh,15216,296,40.396012,-80.034727,4.5,1430 Potomac Ave,0,nlVjdQq9FzdQ3bfy-8y80g,Dor-Stop Restaurant,Pittsburgh,15216,1074,40.395912,-80.034802,4.4,1430 Potomac Ave$*$ Pittsburgh$*$ PA 15216,17036340,0,1
530,352316,352316,a95235,b3527,Superior Restaurant,Cleveland,44114,30,41.510218,-81.670181,4.5,3000 Superior Ave E,0,zH3HFpkJZ9EmWMRhw1oypA,Superior Pho,Cleveland,44114,410,41.510489,-81.670285,4.4,3030 Superior Ave E$*$ Cleveland$*$ OH 44114,16962965,0,0
208,128667,128667,a5531,b2394,Les Artistes Steakhouse,Las Vegas,89109,52,36.124423,-115.146372,3.5,Paris Las Vegas$*$ 3655 Las Vegas Blvd S,0,I_aIzz-3iKA3o7G6S4A30w,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
399,268547,268547,a136363,b1626,Chipotle Mexican Grill,Champaign,61820,32,40.1361978,-88.2599453,3.5,903 W Anthony Dr$*$ Ste A,0,JbWQtVLQDEOBlvbVWk2OFg,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4.0,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,1
343,238080,238080,a1848,b1697,Za's Italian Cafe,Champaign,61820,29,40.1399247,-88.2458532,3.0,1905 N Neil St,0,2YnUIGGmhoJX4Cd61nQLkg,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,0
426,284973,284973,a98542,b388,Marshalls,Charlotte,28211,21,35.1769222,-80.8014372,4.0,118 S Sharon Amity Rd,0,ONC6M3lNXfMbEjuSLc1slA,Maggiano's,Charlotte,28211,643,35.151246,-80.828827,4.1,4400 Sharon Road$*$ Charlotte$*$ NC 28211,17149629,0,0
19,18115,18115,a104233,b400,Luna's Living Kitchen,Charlotte,28203,214,35.20902658,-80.86115551,4.5,2000 S Blvd$*$ Ste 300,0,R1jJQi2yR44D_2ileqr8kA,Luna's Living Kitchen,Charlotte,28203,244,35.208548,-80.86153,4.1,2102 South Boulevard$*$ Suite 300$*$ Charlotte$*$ NC 28203,17150072,0,1
