,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,predicted
284171,284171,a29091,b302,The Cowfish Sushi Burger Bar,Charlotte,28211,1123,35.15272484,-80.82795331,4,4310 Sharon Rd$*$ Ste X05,0,RAh9WCQAuocM7hYM5_6tnw,The Cowfish Sushi Burger Bar,Charlotte,28211,1712,35.152551,-80.827317,4.9,4310 Sharon Road$*$ Suite X05$*$ Charlotte$*$ NC 28211,17150127,0,1
284885,284885,a92306,b399,Yama Asian Fusion,Charlotte,28211,143,35.157032,-80.823983,4,720 Governor Morrison St$*$ Ste 130,0,K3iw26MkmSBPAM7BzHkIYQ,Yama Asian Fusion,Charlotte,28211,316,35.15,-80.82,4.1,720 Governor Morrison Street Suite 130$*$ Charlotte$*$ NC 28211,17148612,0,1
285525,285525,a74312,b377,Tony's Ice Cream Company,Gastonia,28054,79,35.2625498,-81.1732224,4.5,604 E Franklin Blvd,0,3JekfARgFuMeLTMcOpgqyQ,Tony's Ice Cream,Charlotte,28054,302,35.262436,-81.173182,4.2,604 E Franklin Boulevard$*$ Gastonia$*$ NC 28054,17148943,0,1
285612,285612,a5096,b358,Famous Toastery,Davidson,28036,181,35.4991952,-80.8487957,4,101 N Main St,0,8rtd2ZoeNMHjCQQnWuZ-bQ,Famous Toastery,Charlotte,28036,523,35.499177,-80.848772,4.2,101 N Main Street$*$ Davidson$*$ NC 28036,17149693,0,1
285613,285613,a5471,b343,Brickhouse Tavern,Davidson,28036,115,35.5038532,-80.848752,3.5,209 Delburg St,0,UXL5eg0e6W1AZzmX6NAXdg,Brickhouse,Charlotte,28036,525,35.503612,-80.847988,4.3,209 Delburg Street$*$ Davidson$*$ NC 28036,17149563,0,1
286255,286255,a71721,b1659,El Toro Bravo,Champaign,61821,34,40.11239098,-88.28981217,3,2561 W Springfield Ave,0,E8b-loa-89wsnJpu9ff_Gg,El Toro Bravo,Champaign,61821,92,40.112825,-88.289427,3.8,2561 W Springfield$*$ Champaign$*$ IL 61821,17317799,0,1
286333,286333,a78241,b1642,My Thai,Champaign,61821,78,40.11309996,-88.28589678,3.5,2312 W Springfield Ave,0,Frbldz6phswVyMNvwherhA,My Thai,Champaign,61821,171,40.113038,-88.284985,3.9,2312 W Springfield Ave$*$ Champaign$*$ IL 61821,17317880,0,1
286348,286348,a80749,b1618,Original Pancake House,Champaign,61821,159,40.112887,-88.278369,4,1909 W Springfield Ave$*$ Ste B,0,dIZcPB3CtNjMn4O_p8QFxw,Original Pancake House,Champaign,61821,206,40.1128,-88.2791,4.1,1909 W Springfield Ave$*$ Champaign$*$ IL 61821,17317399,0,1
286670,286670,a109925,b1666,Texas Roadhouse,Champaign,61821,74,40.117932,-88.2810949,3.5,204 N. Country Fair Dr,0,NSzhahVpI_B32snhJHM0HA,Texas Roadhouse,Champaign,61821,91,40.117619,-88.281588,3.7,204 N Country Fair Dr$*$ Champaign$*$ IL 61821,17317829,0,1
286745,286745,a115481,b1625,Thara Thai,Champaign,61821,160,40.1335532,-88.2602612,4,912 1/2 W Bloomington Rd,0,hvPPw19VdGRsOEkxgyD7tg,Thara Thai,Champaign,61821,164,40.1322,-88.2576,4,912 1/2 W Bloomington Rd$*$ Champaign$*$ IL 61821,17317480,0,1
286869,286869,a119367,b1672,Panera Bread,Champaign,61821,26,40.097838,-88.275366,2.5,1765 West Kirby Ave,0,S7TY9oCMqK-TffWrygetcw,Panera Bread,Champaign,61821,88,40.0981,-88.2757,3.7,1765 W Kirby Ave$*$ Champaign$*$ IL 61821,17317405,0,1
287198,287198,a128040,b1651,Sun Singer Wine and Spirits,Champaign,61821,78,40.0831838,-88.264391,4,1115 W Windsor Rd,0,O3zVw-VAcJi8ta4B6v5iAA,Sun Singer Wine Bar Cafe,Champaign,61821,97,40.083516,-88.264395,3.8,1115 W Windsor Rd.$*$ Champaign$*$ IL 61821,17317818,0,1
287358,287358,a139420,b1637,Li'l Porgy's Bbq,Champaign,61821,78,40.112421,-88.280002,3.5,1917 W Springfield Ave,0,4cPM1Hcj3UiN3fxyOsiR9w,Li'l Porgy's Bar-B-Q,Champaign,61821,155,40.1128,-88.2793,3.9,1917 W Springfield Ave$*$ Champaign$*$ IL 61821,17317362,0,1
287463,287463,a133955,b1923,The Stockbridge Restaurant,Edinburgh,EH3 5AL,14,55.9578322,-3.2065066,4,54 St Stephen Street,0,rSd9f8qvdg8KIf4ATqw-PA,The Stockbridge Restaurant,Edinburgh,EH3 5AL,54,55.957833,-3.206506,4.2,54 St Stephen Street$*$ Stockbridge$*$ Edinburgh EH3 5AL,7600987,0,1
288052,288052,a10909,b3600,Market at Flying Fig,Cleveland,44113,25,41.4841969,-81.704349,4,2523 Market Ave,0,s7SaLKwhfRXZqYY6NClLew,Flying Fig,Cleveland,44113,403,41.484352,-81.703931,4.1,2523 Market Ave$*$ Cleveland$*$ OH 44113,16960505,0,1
288765,288765,a33486,b3597,Blue Point Grille,Cleveland,44113,221,41.4996358,-81.6992359,4,700 W St Clair Ave$*$ Ste 200,0,Z1mLBp6BMlHSQUh364vk1g,Blue Point Grille,Cleveland,44113,525,41.499387,-81.699233,4.1,700 W Saint Clair Ave$*$ Cleveland$*$ OH 44113,16959319,0,1
289411,289411,a53164,b3503,Sokolowski's University Inn,Cleveland,44113,323,41.484752,-81.690048,4.5,1201 University Rd,0,Xny0n0s98TpP82sQxfgIMQ,Sokolowski's University Inn,Cleveland,44113,756,41.484872,-81.689752,4.8,1201 University Rd$*$ Cleveland$*$ OH 44113,16962806,0,1
290970,290970,a78680,b3539,The South Side,Cleveland,44113,253,41.482026,-81.688974,3.5,2207 W 11th St,0,HNs2Nf-trqFTDtho4vhfmA,South Side,Cleveland,44113,657,41.482073,-81.689202,4.3,2207 W 11th St$*$ Cleveland$*$ OH 44113,16962822,0,1
291016,291016,a78973,b3575,Ty Fun Thai Bistro,Cleveland,44113,116,41.479502,-81.6841614,4,815 Jefferson Ave,0,2JeciNHrJE_tI-o2tUCu5w,Ty Fun Thai Bistro,Cleveland,44113,365,41.47949,-81.68428,4.2,815 Jefferson Ave$*$ Cleveland$*$ OH 44113,16963161,0,1
291293,291293,a84669,b3546,Fat Cats,Cleveland,44113,144,41.4837798,-81.6875167,4,2061 W 10th St,0,ZRLmQ3oAuspAkk5R6BOfyg,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0,1
291653,291653,a92008,b3509,Tremont Taphouse,Cleveland,44113,335,41.4771643,-81.6952657,4,2572 Scranton Rd,0,K6fYrrTorlpXmqutRcrHzg,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0,1
292247,292247,a101340,b3566,Le Petit Triangle Caf,Cleveland,44113,257,41.4831995,-81.7102123,4,1881 Fulton Rd,0,JezHN-9KKLTMbojq00VP0g,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0,1
292900,292900,a110787,b3520,Banana Blossom Thai Cuisine,Cleveland,44113,118,41.488907,-81.70905,4,2800 Clinton Ave,0,SGZAsdQAp0SjtMDjXWBPYw,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0,1
293512,293512,a123868,b3600,Flying Fig,Cleveland,44113,310,41.48418051,-81.70431391,4,2523 Market Ave,0,wOKcWLyN1DhSEl3Y1eG5nQ,Flying Fig,Cleveland,44113,403,41.484352,-81.703931,4.1,2523 Market Ave$*$ Cleveland$*$ OH 44113,16960505,0,1
293608,293608,a124912,b3585,Nate's Deli & Restaurant,Cleveland,44113,97,41.4852567,-81.7039616,4.5,1923 W 25th St,0,WG3zvUktE1l3llwq3PPVVg,Nate's Deli & Restaurant,Cleveland,44113,273,41.485066,-81.703877,4.2,1923 W 25th St$*$ Cleveland$*$ OH 44113,16961935,0,1
293985,293985,a133039,b3578,Bruno's Ristorante,Cleveland,44113,97,41.4713081,-81.7133879,4,2644 W 41st St,0,7W_PUqiBmoe2PVFGQ1ZBOg,Bruno's Ristorante,Cleveland,44113,311,41.47116,-81.713582,4.2,2644 W 41st St$*$ Cleveland$*$ OH 44113,16959448,0,1
294399,294399,a142940,b3522,Great Lakes Brewing Company,Cleveland,44113,644,41.4843968,-81.7044646,4,2516 Market Ave,0,meXjqyhTNLFmknY39y2sMg,Great Lakes Brewing Company,Cleveland,44113,839,41.484613,-81.704056,4.4,2516 Market Ave$*$ Cleveland$*$ OH 44113,16960756,0,1
294491,294491,a20359,b3558,Mark & Philly's,Cuyahoga Falls,44221,20,41.156352,-81.483874,4,3156 Bailey Rd,0,5FAY_DhlgvNyUABqAgZZIQ,Mark & Philly's Pizzeria,Cleveland,44221,297,41.156137,-81.483681,4.3,3156 Bailey Rd$*$ Cuyahoga Falls$*$ OH 44221,16961631,0,1
295113,295113,a13340,b303,Soul Gastrolounge,Charlotte,28205,697,35.2202136,-80.8133676,4,1500-B Central Ave,0,NFm869_w6cvVaWaNpAzjeA,Soul Gastrolounge,Charlotte,28205,787,35.22029,-80.813307,4.8,1500-B Central Avenue$*$ Charlotte$*$ NC 28205,17149680,0,1
296532,296532,a55616,b313,Dish,Charlotte,28205,381,35.2197368,-80.8121235,4,1220 Thomas Ave,0,LQI8R7yYXmWzWKd7wLCf2Q,Dish,Charlotte,28205,940,35.219167,-80.812038,4.5,1220 Thomas Avenue$*$ Charlotte$*$ NC 28205,17147122,0,1
297656,297656,a73137,b361,Landmark Diner Restaurant,Charlotte,28205,197,35.2139521,-80.7694542,3.5,4429 Central Ave,0,vxadNrpTY7OHNmWsrEpNnA,Landmark Diner,Charlotte,28205,431,35.213643,-80.768724,4.2,4429 Central Avenue$*$ Charlotte$*$ NC 28205,17147584,0,1
297898,297898,a77239,b320,Midwood Auto Craft,Charlotte,28205,17,35.219118,-80.8091139,5,1312 Nandina St,0,WSvj3dy6u0LEoROMTy1ZQQ,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0,1
298355,298355,a84171,b328,Brooks Sandwich House,Charlotte,28205,80,35.2452836,-80.8115105,4.5,2710 N Brevard St,0,6Pbrq60mA56WQU7SENbG0g,Brooks Sandwich House,Charlotte,28205,288,35.245329,-80.811522,4.4,2710 N Brevard Street$*$ NC 28205,17146818,0,1
298685,298685,a91014,b385,Zada Jane's Corner Cafe,Charlotte,28205,450,35.2205296,-80.8118406,3.5,1601 Central Ave,0,aBLx9JlAMq_AuW6VAImSwg,Zada Jane's Corner Cafe,Charlotte,28205,862,35.220412,-80.812085,4.1,1601 Central Avenue$*$ NC 28205,17148536,0,1
299227,299227,a100005,b335,Crpe Cellar,Charlotte,28205,280,35.246749,-80.8058672,4,3116 N Davidson St,0,E0TK141YMBP0LBknhVKEqw,Crepe Cellar,Charlotte,28205,647,35.246471,-80.806348,4.3,3116 N Davidson Street$*$ Charlotte$*$ NC 28205,17149674,0,1
299573,299573,a104885,b311,Cabo Fish Taco,Charlotte,28205,823,35.247251,-80.8058269,4,3201 N Davidson St,0,T2tEMLpTeSMxLKpxwFdS3g,Cabo Fish Taco,Charlotte,28205,1531,35.247135,-80.805728,4.5,3201 N Davidson Street$*$ Charlotte$*$ NC 28205,17146849,0,1
300109,300109,a124499,b322,Lupie's Cafe,Charlotte,28205,172,35.2042455,-80.8087766,4,2718 Monroe Rd,0,vBNM4NEBuO66Hk5yO797eA,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0,1
300363,300363,a130156,b394,Bistro La Bon,Charlotte,28205,357,35.2205898,-80.8157717,4,1322 Central Ave,0,jXHmmircEbhQmZjWDR1xIA,Bistro La Bon,Charlotte,28205,362,35.220706,-80.816265,4.1,1322 Central Avenue$*$ Charlotte$*$ NC 28205,17150005,0,1
300849,300849,a135132,b320,Midwood Smokehouse,Charlotte,28205,985,35.221008,-80.81488,4.5,1401 Central Ave,0,RVQE2Z2uky4c0-njFQO66g,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0,1
301326,301326,a35119,b556,Carolina's Mexican Food,Phoenix,85022,371,33.59683215,-112.0361985,4,2126 E Cactus Rd,0,Ktia9NJfvxVxTLVcEnw9zQ,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0,1
301778,301778,a34702,b3595,Papa Nick's Pizza & Pasta,Cleveland,44102,37,41.4874291,-81.7670975,3.5,11534 Clifton Blvd,0,I5YF1kl3LCVM6nDeP8rUzQ,Papa Nick's Pizza & Pasta,Cleveland,44102,194,41.487214,-81.766629,4.2,11534 Clifton Boulevard$*$ Cleveland$*$ OH 44102,16962166,0,1
301914,301914,a71357,b3599,Luxe Kitchen & Lounge,Cleveland,44102,217,41.4836643,-81.7309584,4,6605 Detroit Ave,0,H3cMcV9KK3g2pi68lDNsng,Luxe Kitchen and Lounge,Cleveland,44102,583,41.483767,-81.730821,4.1,6605 Detroit Ave$*$ Cleveland$*$ OH 44102,16963476,0,1
302140,302140,a133444,b3516,Happy Dog,Cleveland,44102,527,41.4848268,-81.7265327,4.5,5801 Detroit Ave,0,anzCdD5eIEHwydTpXhLlUA,Happy Dog,Cleveland,44102,534,41.4848862,-81.7264862,4.5,5801 Detroit Ave$*$ Cleveland$*$ OH 44102,16960855,0,1
302214,302214,a87490,b3542,Guido's Pizza Haven & Restaurant,Chesterland,44026,56,41.5213092,-81.3373169,4.5,12809 Chillicothe Rd,0,FpW25osFTrQf2dCIzAPavQ,Guido's Pizza Haven,Cleveland,44026,462,41.520376,-81.337058,4.3,12809 Chillicothe Rd$*$ Chesterland$*$ OH 44026,16960805,0,1
302244,302244,a23067,b1530,Burgatory,Pittsburgh,15238,415,40.487971,-79.889315,4,Waterworks Mall$*$ 932 Freeport Rd,0,KTPRYqiFdLowAUEAnN7e3g,Burgatory Bar,Pittsburgh,15238,2144,40.4891418,-79.8930872,4.4,932 Freeport Rd$*$ Pittsburgh$*$ PA 15238,17042161,0,1
302416,302416,a17494,b3579,House of Hunan,Medina,44256,78,41.1385437,-81.8642988,3,18 Public Sq,0,mF2EW3twSrFPmT_RVV1-Qg,House of Hunan,Cleveland,44256,332,41.138208,-81.862781,4.2,18 Public Sq$*$ Medina$*$ OH 44256,16960985,0,1
302785,302785,a79555,b1918,Ting Thai Caravan,Edinburgh,EH1 2QZ,52,55.945634,-3.1899895,4,8-9 Teviot Place,0,vL44Ky9VxUtOgteyHasRIA,Ting Thai Caravan,Edinburgh,EH1 2QZ,81,55.945676,-3.189979,4.2,8-9 Teviot Place$*$ Old Town$*$ Edinburgh EH1 2QZ,7601024,0,1
302793,302793,a3221,b3529,Das Schnitzel Haus,Cleveland,44129,124,41.4066611,-81.7426645,4,5728 Pearl Rd,0,ms4nFq8B56RHkFViRaAiWQ,Das Schnitzel Haus,Cleveland,44129,421,41.406544,-81.742304,4.4,5728 Pearl Rd$*$ Parma$*$ OH 44129,16960054,0,1
303819,303819,a82537,b352,Cajun Queen,Charlotte,28204,417,35.2145365,-80.8211326,4,1800 E 7th St,0,yMopev-RPxfEXgqkJOvCGA,Cajun Queen,Charlotte,28204,674,35.214639,-80.820929,4.2,1800 E 7th Street$*$ NC 28204,17146862,0,1
303875,303875,a87836,b367,Passion8,Charlotte,28204,75,35.21398598,-80.8265624,4,1523 Elizabeth Ave,0,KbPB9h5kvqzNa2ys0NrvrA,Passion8,Charlotte,28204,329,35.214165,-80.826742,4.2,1523 Elizabeth Avenue$*$ Suite 130$*$ NC 28204,17149617,0,1
303878,303878,a88140,b351,Mama Ricotta's Restaurant,Charlotte,28204,296,35.20988552,-80.83559791,4,601 S Kings Dr$*$ Ste AA,0,jcasci3gjbsSuTEVzvDQKg,Mama Ricotta's,Charlotte,28204,960,35.209857,-80.835932,4.2,601 S Kings Drive$*$ Suite AA$*$ Charlotte$*$ NC 28204,17147679,0,1
303924,303924,a91763,b368,Viva Chicken,Charlotte,28204,604,35.213449,-80.825939,4.5,1617 Elizabeth Ave,0,sdYkVaTy7EJwUkO8Ie_qPg,Viva Chicken,Charlotte,28204,256,35.213449,-80.825939,4.2,1617 Elizabeth Avenue$*$ Charlotte$*$ NC 28204,17151470,0,1
304627,304627,a139741,b337,Intermezzo Pizzeria and Cafe,Charlotte,28204,218,35.2221517,-80.8216842,4,1427 E 10th St,0,10tJuB_YkVQWuk4PtoI7iA,Intermezzo Pizzeria and Cafe,Charlotte,28204,427,35.222237,-80.822359,4.3,1427 E 10th Street$*$ Charlotte$*$ NC 28204,17147448,0,1
304782,304782,a113195,b1544,Silk Road,Pittsburgh,15236,85,40.35910707,-80.00208978,4,5301 Grove Rd$*$ Ste 1,0,1MrJJ9tyNyfFrxaNZ67xFg,Silk Road,Pittsburgh,15236,590,40.357482,-80.002086,4.4,5301 Grove Rd$*$ Pittsburgh$*$ PA 15236,17041302,0,1
305034,305034,a96675,b3528,The Rail,Fairlawn,44333,186,41.13416415,-81.61744812,4,3265 W Market St,0,I1qRb4qqQRly7NhIOCkk_Q,The Rail,Cleveland,44333,413,41.132669,-81.618956,4.4,3265 W Market Street$*$ Akron$*$ OH 44333,16965026,0,1
306499,306499,a61705,b1624,Siam Terrace,Urbana,61801,151,40.112708,-88.209446,4,212 W Main St,0,UmZdQID7QJoyg2R92mK3HA,Siam Terrace,Champaign,61801,215,40.1125,-88.2091,4,212 W Main St$*$ Urbana$*$ IL 61801,17317751,0,1
306534,306534,a63123,b1656,Rosati's Pizza,Urbana,61801,44,40.1065482,-88.2217353,3,701 S Gregory St$*$ Unit H,0,sjpsGKPABZDnABCv3wYtUQ,Rosati's Pizza,Champaign,61801,74,40.107,-88.2217,3.8,701 S Gregory St Ste H$*$ Urbana$*$ IL 61801,17317749,0,1
306594,306594,a65649,b1621,Windy City Express,Urbana,61801,20,40.116262,-88.208633,3.5,410 N Race St,0,nD4cF5IH8RE7LFGdR2FMUA,Windy City Express,Champaign,61801,137,40.115295,-88.208811,4.1,410 N Race St$*$ Urbana$*$ IL 61801,17317848,0,1
306677,306677,a66673,b1653,Timpone's,Urbana,61801,79,40.1064412,-88.2236523,3.5,710 S Goodwin Ave,0,0grgvnq4GgoY-estWytUhg,Timpone's Restaurant,Champaign,61801,103,40.1068,-88.2237,3.8,710 S Goodwin Ave$*$ Urbana$*$ IL 61801,17317766,0,1
306746,306746,a68266,b1683,Rick's Bakery Cafe,Urbana,61801,34,40.0918284,-88.1890856,4.5,2018 S Philo Rd,0,Pz2mK5ZkmiWiHZG0OUcKdw,Rick's Bakery Cafe,Champaign,61801,54,40.0930435,-88.1906484,3.7,2018 S Philo Rd$*$ Urbana$*$ IL 61801,17317950,0,1
306797,306797,a69281,b1699,Caffe Paradiso,Urbana,61801,84,40.1057373,-88.2194085,3.5,801 S Lincoln Ave,0,Y-rCSbMqXWk54bKRAIoyUQ,Caffe Paradiso,Champaign,61801,74,40.1063,-88.2194,3.6,801 S Lincoln Ave$*$ Urbana$*$ IL 61801,17317697,0,1
306832,306832,a70601,b1607,Courier Cafe,Urbana,61801,287,40.11282253,-88.20902299,4,111 N Race St,0,o13eH93qmWVNFZogkjhd9w,Courier Cafe,Champaign,61801,356,40.1126,-88.2091,4.3,111 N Race St$*$ Urbana$*$ IL 61801,17317702,0,1
307007,307007,a79917,b1604,Huaraches Moroleon,Urbana,61801,121,40.105859,-88.1951107,4.5,805 Philo Rd,0,ovApUucCKSb9k0lTP2JieQ,Huaraches Moroleon,Champaign,61801,203,40.105828,-88.195036,4.4,805 S Philo Rd$*$ Urbana$*$ IL 61801,17317943,0,1
307385,307385,a88283,b1682,Einstein Bros Bagels,Urbana,61801,23,40.116138,-88.21977,3.5,901 W University Ave,0,BQbDU21SuXERM_gK9AA9AQ,Einstein Bros Bagels,Champaign,61801,54,40.116312,-88.219526,3.7,901 W. University Ave.$*$ Urbana$*$ IL 61801,17317871,0,1
307460,307460,a89095,b1644,Mirabelle Fine Pastries,Urbana,61801,96,40.1124479,-88.2084132,4,124 W Main St,0,RWd83o4drIOE60W1meaESA,Mirabelle Fine Pastries,Champaign,61801,92,40.1126,-88.2079,3.9,124 W Main St$*$ Urbana$*$ IL 61801,17317736,0,1
307736,307736,a93385,b1673,J Gumbo's,Urbana,61801,62,40.1065109,-88.2218027,4,700 S Gregory St$*$ Ste D,0,HAgPykErkXpPJlwOHbY01Q,J. Gumbo's,Champaign,61801,59,40.1069877,-88.2215122,3.7,700 S Gregory St Ste D$*$ Urbana$*$ IL 61801,17317946,0,1
307969,307969,a96613,b1611,Crane Alley,Urbana,61801,151,40.1122506,-88.2080393,3.5,115 W Main St,0,iZleRh4SOtf4GquA5L8WXw,Crane Alley,Champaign,61801,180,40.1124,-88.2078,4.2,115 W Main St$*$ Urbana$*$ IL 61801,17317704,0,1
308046,308046,a100370,b1601,Black Dog Smoke & Ale House,Urbana,61801,697,40.11381822,-88.20768925,4.5,201 N Broadway Ave,0,9MnbQg7kfb_WgxoV0hXKSQ,Black Dog Smoke & Ale House,Champaign,61801,1176,40.113525,-88.207785,4.9,201 N. Broadway Ave$*$ Urbana$*$ IL 61801,17317968,0,1
308087,308087,a102393,b1663,Silvercreek,Urbana,61801,105,40.115461,-88.2086039,3.5,402 N Race St,0,oWQwUw8xfQgi1nVNKgS6vA,Silvercreek,Champaign,61801,138,40.1152,-88.2088,3.7,402 N Race St$*$ Urbana$*$ IL 61801,17317754,0,1
308524,308524,a131883,b1694,The Bread Company,Urbana,61801,105,40.1066554,-88.2236278,3.5,706 S Goodwin Ave,0,Ah4i15g8Ow_zphzcpulTxQ,Bread Company,Champaign,61801,66,40.1068,-88.2237,3.6,706 S Goodwin Ave$*$ Urbana$*$ IL 61801,17317694,0,1
308763,308763,a140969,b1684,City Girl Yogurt,Urbana,61801,16,40.1167919,-88.205811,3.5,202 E University Ave,0,rVF2CysgSp8BxdYYF0lEGA,City Girl Yogurt,Champaign,61801,51,40.116458,-88.206198,3.7,202 E. University Ave$*$ Urbana$*$ IL 61801,17317931,0,1
309257,309257,a61878,b2378,In-N-Out Burger,Las Vegas,89147,279,36.10064631,-115.3020415,4.5,9610 W Tropicana Ave,0,qG_WEgPa8MBo1dPUOkTMlw,In-N-Out Burger,Las Vegas,89147,277,36.100185,-115.302084,4.2,9610 W Tropicana Ave$*$ Las Vegas$*$ NV 89147,16981253,0,1
310236,310236,a129552,b2372,Egg Works,Las Vegas,89147,593,36.11451716,-115.2955864,4.5,9355 W Flamingo Rd,0,4qG3Gh8QyugC1XvoTlmgcQ,Egg Works,Las Vegas,89147,294,36.114763,-115.295609,4.2,9355 W Flamingo Road$*$ Las Vegas$*$ NV 89147,16978252,0,1
311036,311036,a14186,b505,Matt's Big Breakfast,Phoenix,85004,702,33.45669606,-112.0723271,4,801 N 1st St,0,-050d_XIor1NpCuWkbIVaQ,Matt's Big Breakfast,Phoenix,85004,1381,33.4576585,-112.0723168,4.6,116 East Garfield Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17027827,0,1
311734,311734,a50959,b590,Nobuo At Teeter House,Phoenix,85004,396,33.4492979,-112.0655423,4,622 E Adams St,0,0Buxoc0cRqjpvkezo3bqog,Nobuo at Teeter House,Phoenix,85004,179,33.449564,-112.065674,4,622 East Adams Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17031944,0,1
312909,312909,a76643,b575,Durant's,Phoenix,85004,660,33.47720641,-112.0735331,4,2611 N Central Ave,0,_DPJ_PHJnXsuhYhsgBA0Xw,Durant's,Phoenix,85004,591,33.476819,-112.073634,4,2611 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85004,17026289,0,1
313731,313731,a87661,b581,Hanny's,Phoenix,85004,636,33.449228,-112.072853,3.5,40 N 1st St,0,ALn_0f-Usn3n0a9WBcjhhg,Hanny's,Phoenix,85004,308,33.448756,-112.072702,4,40 North 1st Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17030391,0,1
313995,313995,a94147,b597,Carly's Bistro,Phoenix,85004,341,33.4588267,-112.0715434,4,128 E Roosevelt St,0,-BxWyEIQ6wypT-37MzZizQ,Carly's Bistro,Phoenix,85004,210,33.458837,-112.07206,4,128 East Roosevelt Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17025683,0,1
315450,315450,a107709,b580,Switch Restaurant & Wine Bar,Phoenix,85004,670,33.477031,-112.073616,4,2603 N Central Ave,0,#NAME?,Switch Restaurant & Wine Bar,Phoenix,85004,271,33.476802,-112.073629,4,2603 North Central Avenue$*$ Phoenix$*$ AZ 85004,17030196,0,1
315543,315543,a108453,b587,Phoenix Public Market Cafe,Phoenix,85004,700,33.45584284,-112.0735255,4,14 E Pierce St,0,N5B7OBTyNGgwU_Y2fwNcyw,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,1
315916,315916,a130263,b505,Matt's Big Breakfast,Phoenix,85004,1264,33.45744815,-112.0722953,4,825 N 1st St,0,L2p0vO3fsS2LC6hhQo3CzA,Matt's Big Breakfast,Phoenix,85004,1381,33.4576585,-112.0723168,4.6,116 East Garfield Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17027827,0,1
316038,316038,a133762,b531,Lo-Lo's Chicken & Waffles,Phoenix,85004,3,33.4453626,-112.0674961,4.5,401 E Jefferson St,0,IzAuLLI49vgqsGrA0GgYsA,Lo-Lo's Chicken & Waffles,Phoenix,85004,573,33.435237,-112.074053,4.2,1220 South Central Avenue$*$ Downtown$*$ Phoenix$*$ AZ 85004,17027584,0,1
316082,316082,a134587,b583,Wild Thaiger,Phoenix,85004,513,33.477939,-112.073417,3.5,2631 N Central Ave,0,Ak08F6RqjHYmVCzweBbTrQ,Wild Thaiger,Phoenix,85004,325,33.476966,-112.073634,4,2631 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85004,17029996,0,1
316173,316173,a135282,b587,Phoenix Public Market,Phoenix,85004,57,33.4563262,-112.0737079,4,14 E Pierce St,0,o9ncq8xQo_hd427lMsQQZw,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,1
316257,316257,a135419,b519,Pizzeria Bianco,Phoenix,85004,1735,33.4491602,-112.0656345,4,623 E Adams St,0,pSQFynH1VxkfSmehRXlZWw,Pizzeria Bianco,Phoenix,85004,1236,33.449241,-112.065639,4.3,623 East Adams Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17028613,0,1
316443,316443,a135793,b587,Phoenix Public Market,Phoenix,85004,155,33.4560559,-112.0735385,4,721 N Central Ave,0,_guNmxJd4Ep6S3pBZdAjGA,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,1
316892,316892,a4883,b1565,Zuppa's Deli,Wexford,15090,46,40.6162585,-80.0548796,4.5,10850 Perry Hwy,0,JZwPJyoJnqlfjCsrnSUmNw,Zuppa's Deli,Pittsburgh,15090,414,40.616573,-80.055287,4.3,10850 Perry Highway$*$ Wexford$*$ PA 15090,17041981,0,1
